email,phone_number,age,age_group,credit_score,family_background,income,intent,comments
tortiz@example.org,+91 7678516515,30,26-35,689,Single,570699.66,Low,Comparing features and prices with 2-3 other vendors
mason07@example.net,+91 8664399850,50,46-55,735,Married with Children,966277.53,High,"Willing to pay for quality service, budget is not a constraint"
opierce1@example.com,+91 6778281907,33,26-35,706,Single,878744.62,Low,Waiting for next quarter budget allocation to decide
ljohnson1@example.org,+91 9477560750,60,56-65,719,Divorced,714446.31,Low,"Timing is not right, maybe next year"
jennifertapia@example.org,+91 7484245851,34,26-35,683,Married with Children,1509379.8,Low,"Looking for basic options only, nothing too complex"
wrightcharles@example.com,+91 9789051928,65,56-65,820,Married,1276317.69,High,"Very interested in premium products, please schedule a demo"
winterschristopher@example.net,+91 9163588362,49,46-55,725,Married with Children,871536.18,High,"My colleague recommended your service, very interested"
ann63@example.net,+91 8155304700,52,46-55,450,Married with Children,2362713.63,High,"Had a great experience with your competitor, want to switch"
amberkennedy@example.net,+91 9074684541,42,36-45,808,Married with Children,1784841.69,High,"Current solution is not meeting our needs, exploring alternatives"
hmoore@example.com,+91 7354115250,53,46-55,739,Married with Children,2258709.19,High,"Had a great experience with your competitor, want to switch"
margaretlyons@example.com,+91 9086809593,75,65+,820,Married,1834035.15,High,"Budget approved by management, ready to proceed"
lindabradley@example.com,+91 7766687603,37,36-45,820,Married,2320169.92,High,Ready to make a purchase decision within this week
barbarawilson@example.net,+91 6384016299,42,36-45,621,Single Parent,978095.23,High,"Had a great experience with your competitor, want to switch"
hcollins@example.com,+91 7502756143,50,46-55,751,Married with Children,1264999.08,High,"Budget approved by management, ready to proceed"
youngkathleen@example.net,+91 9383321725,73,65+,752,Single,563229.86,High,"My colleague recommended your service, very interested"
ruizandrew@example.org,+91 7207308100,44,36-45,715,Married with Children,976525.4,High,Comparing different premium options but leaning towards your product
whitetony@example.com,+91 7991927768,65,56-65,820,Divorced,860956.53,High,"Current solution is not meeting our needs, exploring alternatives"
hernandezandrew@example.net,+91 9419594377,61,56-65,820,Married,1935511.12,High,"My colleague recommended your service, very interested"
jessicadouglas@example.org,+91 9717458190,43,36-45,714,Married with Children,1388267.31,High,"Had a great experience with your competitor, want to switch"
cummingstracy@example.com,+91 6505925295,32,26-35,669,Married,651097.53,Low,"Part of market research, not actively buying"
stacey16@example.com,+91 8147411913,31,26-35,669,Married with Children,763851.77,Low,"Heard about your company, wanted to check what you offer"
qharvey@example.net,+91 7463945816,37,36-45,815,Married,902547.68,Low,"Looking for good value deals, can you provide better pricing?"
brownpamela@example.com,+91 7637403055,31,26-35,687,Single,608009.47,Low,Need references from similar companies in our industry
danderson@example.com,+91 7812696684,52,46-55,798,Divorced,1416028.54,High,"Had a great experience with your competitor, want to switch"
chanmichael@example.com,+91 7370766545,48,46-55,699,Single Parent,708834.25,High,Looking for high-quality solutions for my business needs
kking@example.org,+91 9596067122,23,18-25,450,Single,613707.3,Low,Need references from similar companies in our industry
mindysanders@example.com,+91 7104424723,58,56-65,820,Single,1395005.96,High,"Impressed with your product features, let's discuss pricing"
kelly83@example.org,+91 8434681795,44,36-45,760,Married with Children,1603096.51,High,"My colleague recommended your service, very interested"
berrynathan@example.com,+91 8300320271,21,18-25,634,Married,602784.97,Low,Need references from similar companies in our industry
rachelbarker@example.org,+91 7410317085,53,46-55,746,Married with Children,2162653.3,High,"Need urgent solution for my project, can we fast-track this?"
pnichols@example.org,+91 9214714171,38,36-45,820,Married with Children,2388602.36,High,"Very interested in premium products, please schedule a demo"
fwilliams@example.com,+91 8700655724,63,56-65,686,Divorced,1237489.2,High,"ROI calculations look promising, let's move forward"
sean92@example.org,+91 8984938618,24,18-25,672,Single,434370.6,Low,"Currently happy with existing solution, just exploring"
richardjones@example.net,+91 6070424250,22,18-25,710,Single,319241.94,Low,"Considering options carefully, need more technical details"
vincent19@example.net,+91 6826416968,51,46-55,450,Married,1409784.61,High,"Looking for long-term partnership, not just one-time purchase"
xsmith12@example.org,+91 6077608350,19,18-25,613,Single,492361.48,Low,"Looking for basic options only, nothing too complex"
cunninghamtyler@example.com,+91 6087303478,32,26-35,655,Single,632275.17,Low,"Timing is not right, maybe next year"
anthonyanderson@example.org,+91 9619799143,23,18-25,708,Single,580814.4,Low,Might purchase in the next few months if budget allows
brandonallison@example.org,+91 6867401715,54,46-55,747,Single Parent,862631.17,Low,"Too many features, looking for something simpler"
david32@example.net,+91 8541890724,21,18-25,643,Single,300000.0,Low,Boss asked me to research but no immediate plans
rwilkinson@example.net,+91 9113047104,23,18-25,673,Married,712476.09,Low,"Looking for good value deals, can you provide better pricing?"
karenrichards@example.net,+91 8944868485,53,46-55,820,Married with Children,2751432.36,High,"Very interested in premium products, please schedule a demo"
brittneygarcia@example.net,+91 7560975492,34,26-35,763,Married with Children,1068493.07,Low,"Currently happy with existing solution, just exploring"
robin11@example.com,+91 6423561269,54,46-55,716,Single Parent,1227132.35,High,"My colleague recommended your service, very interested"
lauriebrewer@example.org,+91 6404357847,30,26-35,740,Married,1166279.44,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
carolyn07@example.com,+91 7977145818,42,36-45,643,Divorced,414359.08,Low,"Just browsing for now, collecting information for future"
hturner@example.com,+91 6749813955,42,36-45,751,Married,1553152.0,High,"Budget approved by management, ready to proceed"
kerrycochran@example.org,+91 7834038811,31,26-35,450,Single,747320.73,Low,"Price is a major concern, looking for budget-friendly options"
imoore@example.com,+91 6603806424,30,26-35,642,Married with Children,655034.48,High,"Attended your webinar, convinced about the value proposition"
holmesamy@example.net,+91 8219066349,46,46-55,759,Married,2011301.52,High,"Very interested in premium products, please schedule a demo"
thompsondenise@example.com,+91 6643338599,36,36-45,702,Married,1059500.54,Low,"Not the decision maker, just gathering information"
pyoung1@example.com,+91 6935943419,44,36-45,626,Single Parent,1105110.27,High,"ROI calculations look promising, let's move forward"
wcastillo1@example.com,+91 9197905584,55,46-55,820,Married with Children,3085457.39,High,"Current solution is not meeting our needs, exploring alternatives"
james43@example.net,+91 6190158164,41,36-45,804,Divorced,1302081.22,High,"My colleague recommended your service, very interested"
michelle97@example.net,+91 6958962662,49,46-55,704,Single Parent,1218182.74,High,"My colleague recommended your service, very interested"
ymartin@example.com,+91 7790505912,28,26-35,710,Single,937650.27,High,"Impressed with your product features, let's discuss pricing"
zrodriguez@example.net,+91 7309597878,24,18-25,703,Single,730711.21,High,Expansion plans require robust solution like yours
jeffrey80@example.org,+91 8774420498,35,26-35,743,Married with Children,1666232.33,High,"Looking for long-term partnership, not just one-time purchase"
hinesjeremy@example.net,+91 8801879335,53,46-55,820,Married with Children,3025544.83,High,"Current solution is not meeting our needs, exploring alternatives"
davidsondavid@example.com,+91 7965332448,24,18-25,627,Married,500008.36,Low,"Current solution works fine, just checking alternatives"
owoodward@example.org,+91 7403864306,41,36-45,820,Married with Children,2474524.35,High,"Need urgent solution for my project, can we fast-track this?"
bradleyalbert@example.org,+91 7913119267,32,26-35,748,Married with Children,1407385.18,High,"Had a great experience with your competitor, want to switch"
ehale@example.org,+91 7152836300,26,26-35,713,Married,1301382.19,Low,Need to focus on core business first before expanding
sperry@example.org,+91 7938884807,43,36-45,696,Married with Children,2225368.16,High,Looking for high-quality solutions for my business needs
xreyes@example.net,+91 7779131337,44,36-45,820,Married with Children,1419227.49,High,"Impressed with your product features, let's discuss pricing"
davidgreen@example.org,+91 9042238553,49,46-55,705,Married with Children,1395892.57,High,"Willing to pay for quality service, budget is not a constraint"
walkerkimberly@example.org,+91 9745507907,36,36-45,651,Single Parent,614844.43,High,"Willing to pay for quality service, budget is not a constraint"
larsonchristopher@example.com,+91 9564570019,36,36-45,726,Single Parent,1205330.82,High,"Had a great experience with your competitor, want to switch"
gaineserika@example.org,+91 9698078360,65,56-65,807,Married,1744312.12,High,"Budget approved by management, ready to proceed"
tallen@example.org,+91 8635575500,36,36-45,772,Married with Children,1027509.44,High,"Very interested in premium products, please schedule a demo"
llopez@example.com,+91 6373568428,31,26-35,638,Married,612360.45,Low,"Timeline is flexible, but quality is most important factor"
rhonda47@example.com,+91 9561814761,18,18-25,689,Single,750347.95,Low,Interested but needs approval from my manager first
yduncan@example.org,+91 7550573725,26,26-35,695,Married,1461149.12,High,"Budget approved by management, ready to proceed"
waltersaimee@example.org,+91 7792498538,36,36-45,820,Married with Children,2454380.29,High,Expansion plans require robust solution like yours
jeffrivera@example.net,+91 7301778226,27,26-35,657,Married,641125.79,Low,Will consider in the future when business grows
shane42@example.org,+91 9137190607,21,18-25,637,Married,1037097.93,Low,Boss asked me to research but no immediate plans
maryestes@example.net,+91 9835664679,29,26-35,765,Single,728839.41,Low,Need references from similar companies in our industry
christina67@example.com,+91 8789820917,38,36-45,790,Married with Children,1483535.39,High,Ready to make a purchase decision within this week
birdjohn@example.net,+91 7016143043,37,36-45,611,Divorced,545895.48,Low,"Timing is not right, maybe next year"
clarkegabriel@example.org,+91 9901585043,23,18-25,799,Single,574756.7,High,Looking for high-quality solutions for my business needs
steven36@example.com,+91 6845007994,26,26-35,667,Married,588111.38,Low,Need references from similar companies in our industry
williamsjames@example.net,+91 9175851212,22,18-25,704,Single,367580.89,Low,"Not the decision maker, just gathering information"
andrewsjacqueline@example.net,+91 9992022446,19,18-25,617,Single,328794.74,Low,"Part of market research, not actively buying"
reynoldsmegan@example.com,+91 6549379954,50,46-55,820,Married with Children,2985181.36,High,"Very interested in premium products, please schedule a demo"
hancockdeanna@example.com,+91 6057438243,40,36-45,681,Married with Children,1972099.13,High,"Very interested in premium products, please schedule a demo"
shannonburns@example.net,+91 9454489853,64,56-65,813,Married,2225266.54,High,Looking for high-quality solutions for my business needs
louis04@example.org,+91 6146590884,49,46-55,714,Married with Children,1432185.51,High,"Budget approved by management, ready to proceed"
davidharvey@example.net,+91 8115282527,40,36-45,764,Single Parent,1226436.99,Low,"Student/researcher, mainly interested in learning"
jenniferbrady@example.net,+91 6084647848,53,46-55,773,Married with Children,1788288.21,High,Ready to make a purchase decision within this week
xramos@example.com,+91 7153955018,40,36-45,623,Married,898547.82,Low,Boss asked me to research but no immediate plans
christytorres@example.org,+91 9341876545,21,18-25,620,Single,300000.0,Low,Interested but needs approval from my manager first
rmatthews@example.com,+91 9687774648,22,18-25,667,Single,709911.5,Low,Interested but needs approval from my manager first
jodipowers@example.org,+91 8805614825,33,26-35,603,Married,421032.57,Low,Waiting for next quarter budget allocation to decide
greg78@example.net,+91 6170411098,72,65+,732,Divorced,570080.21,High,Looking for high-quality solutions for my business needs
matthewgonzalez@example.net,+91 9391934273,34,26-35,727,Single,913135.3,Low,Product looks good but need to understand implementation process
mcclainjohn@example.com,+91 7233269574,32,26-35,813,Married with Children,1439867.81,High,"Very interested in premium products, please schedule a demo"
joshuawright@example.net,+91 6118044532,43,36-45,811,Married with Children,2590620.56,High,"Willing to pay for quality service, budget is not a constraint"
brentodom@example.com,+91 8893153490,24,18-25,637,Single,300000.0,Low,"Considering options carefully, need more technical details"
craig22@example.com,+91 8708163239,41,36-45,641,Single Parent,840930.97,Low,Need references from similar companies in our industry
bmahoney@example.net,+91 7550619793,84,65+,820,Married,1180729.97,High,"Had a great experience with your competitor, want to switch"
james72@example.org,+91 9904454095,44,36-45,820,Married with Children,1451732.36,High,"My colleague recommended your service, very interested"
jerrywilliams@example.org,+91 7456129251,28,26-35,757,Married with Children,1005863.03,High,"Looking for long-term partnership, not just one-time purchase"
pwilliams1@example.org,+91 7596764502,28,26-35,580,Single,643895.73,Low,"Student/researcher, mainly interested in learning"
cody07@example.net,+91 6422414397,62,56-65,781,Married,1276189.35,High,"Impressed with your product features, let's discuss pricing"
diazmichael@example.net,+91 6672863065,32,26-35,671,Married,1127146.2,High,"Had a great experience with your competitor, want to switch"
lbrown@example.com,+91 8069156821,21,18-25,696,Single,667197.4,Low,"Looking for good value deals, can you provide better pricing?"
hilledwin@example.net,+91 6962220959,45,36-45,713,Married with Children,1348324.0,High,"ROI calculations look promising, let's move forward"
stacey64@example.org,+91 7315453130,19,18-25,606,Single,300000.0,Low,"Just browsing for now, collecting information for future"
wheelereric@example.com,+91 7010653378,47,46-55,820,Married with Children,2042142.73,High,Comparing different premium options but leaning towards your product
andersonjesse@example.org,+91 6990322914,23,18-25,693,Single,505712.2,Low,"Part of market research, not actively buying"
etownsend@example.net,+91 7424222691,31,26-35,633,Single,448412.83,Low,"Part of market research, not actively buying"
richardlynn@example.net,+91 8486119465,27,26-35,656,Single,418883.04,Low,Product looks good but need to understand implementation process
rebecca53@example.net,+91 8599352714,23,18-25,575,Single,429484.03,Low,"Looking for good value deals, can you provide better pricing?"
cheryl41@example.net,+91 7948795104,41,36-45,646,Married,802692.6,High,"Very interested in premium products, please schedule a demo"
srodriguez@example.com,+91 9308258759,29,26-35,731,Married,952573.18,Low,"Student/researcher, mainly interested in learning"
michael16@example.com,+91 7636001231,49,46-55,820,Married with Children,2412225.38,High,"Very interested in premium products, please schedule a demo"
glennrobertson@example.net,+91 6413215544,62,56-65,820,Divorced,1058665.18,High,Ready to make a purchase decision within this week
tinaortiz@example.org,+91 9017449983,55,46-55,684,Divorced,964600.05,High,"My colleague recommended your service, very interested"
amartinez1@example.org,+91 9738265410,38,36-45,664,Single Parent,637560.0,Low,Need references from similar companies in our industry
powersmonique@example.net,+91 6359365452,55,46-55,820,Married with Children,2458982.36,High,"Attended your webinar, convinced about the value proposition"
patricia63@example.com,+91 8240804986,41,36-45,797,Married,1958700.12,High,"Current solution is not meeting our needs, exploring alternatives"
albertmaxwell@example.com,+91 9248776894,53,46-55,692,Married with Children,1127638.07,Low,"Current solution works fine, just checking alternatives"
uayers@example.org,+91 9761629548,30,26-35,682,Single,635337.87,High,"Current solution is not meeting our needs, exploring alternatives"
eric59@example.net,+91 8767519368,78,65+,820,Married,1512415.42,High,"Impressed with your product features, let's discuss pricing"
wmason@example.net,+91 6255610787,56,56-65,817,Married,2163616.34,High,"My colleague recommended your service, very interested"
dlarson@example.org,+91 7560593948,40,36-45,820,Married with Children,2690814.89,High,Looking for high-quality solutions for my business needs
james36@example.org,+91 6980763699,48,46-55,801,Married,2483334.53,High,Looking for high-quality solutions for my business needs
mcgeebrittany@example.org,+91 8217885995,35,26-35,664,Single,439419.56,Low,Need to understand if this is really necessary for us
millerjustin@example.com,+91 9910954805,34,26-35,687,Single,1027903.65,Low,"Timeline is flexible, but quality is most important factor"
atkinsonjessica@example.net,+91 7250786787,40,36-45,820,Married with Children,1703966.61,High,"Looking for long-term partnership, not just one-time purchase"
toddpalmer@example.net,+91 6746402083,55,46-55,767,Married with Children,2601521.48,High,Comparing different premium options but leaning towards your product
medinajamie@example.com,+91 9725422828,54,46-55,786,Married with Children,1461841.06,High,"Had a great experience with your competitor, want to switch"
ydouglas@example.org,+91 6263053040,30,26-35,683,Single,765701.58,Low,Need to focus on core business first before expanding
russellwilliam@example.net,+91 7904549350,42,36-45,752,Married with Children,1696699.69,High,"Attended your webinar, convinced about the value proposition"
christopher56@example.net,+91 6567410559,32,26-35,730,Married,1085940.41,Low,"Not ready to make a decision, still in research phase"
kaisercourtney@example.net,+91 6471785787,73,65+,797,Single,912550.1,High,"My colleague recommended your service, very interested"
zcook@example.net,+91 8557885037,50,46-55,645,Single Parent,1346299.87,High,"Impressed with your product features, let's discuss pricing"
omarthompson@example.org,+91 9333720405,60,56-65,789,Married,1021119.94,High,"Attended your webinar, convinced about the value proposition"
mendozaeric@example.com,+91 6621527673,25,18-25,749,Single,744272.65,High,"Attended your webinar, convinced about the value proposition"
madisonramsey@example.net,+91 8084695266,45,36-45,768,Married with Children,919459.81,High,"Willing to pay for quality service, budget is not a constraint"
nunezsherry@example.com,+91 7810983397,36,36-45,722,Married,1612367.62,High,"Attended your webinar, convinced about the value proposition"
mmoore1@example.com,+91 9284860819,49,46-55,820,Married with Children,3122061.14,High,Expansion plans require robust solution like yours
michaelcampbell@example.com,+91 8461910148,34,26-35,691,Married,1256604.47,Low,Economic uncertainty makes us cautious about new purchases
jessicajoseph@example.org,+91 9960100303,42,36-45,757,Divorced,1220018.43,High,"Had a great experience with your competitor, want to switch"
brandonross@example.com,+91 6471803843,81,65+,734,Married,592473.73,High,"Very interested in premium products, please schedule a demo"
dakota45@example.com,+91 8505959896,21,18-25,691,Single,333965.78,Low,Boss asked me to research but no immediate plans
robertsnow@example.com,+91 8646426571,42,36-45,784,Married,1735392.46,High,"Need urgent solution for my project, can we fast-track this?"
kcastillo@example.org,+91 8551333305,52,46-55,687,Single Parent,1270778.31,High,"Willing to pay for quality service, budget is not a constraint"
ggray@example.net,+91 9178072618,46,46-55,720,Married with Children,1298779.03,High,Comparing different premium options but leaning towards your product
ecole@example.net,+91 9618439891,43,36-45,734,Married with Children,1835743.82,High,"Very interested in premium products, please schedule a demo"
kathryn11@example.com,+91 7020274986,51,46-55,756,Married with Children,879975.35,High,"ROI calculations look promising, let's move forward"
michael05@example.net,+91 9260524317,41,36-45,719,Married with Children,1372099.94,High,"Had a great experience with your competitor, want to switch"
lori34@example.org,+91 7413529003,63,56-65,820,Married,1970882.32,High,"ROI calculations look promising, let's move forward"
gordonsabrina@example.net,+91 6183155471,27,26-35,726,Married,1395890.6,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
jclark@example.org,+91 6934552825,21,18-25,450,Single,700382.4,Low,"Too many features, looking for something simpler"
taylorallison@example.com,+91 9333817348,26,26-35,598,Single,358499.89,Low,Economic uncertainty makes us cautious about new purchases
yrivera@example.org,+91 9245896285,27,26-35,681,Single,845218.45,Low,Might purchase in the next few months if budget allows
kayleewarner@example.com,+91 9760822158,29,26-35,765,Single,1073341.3,High,Expansion plans require robust solution like yours
andrewgonzalez@example.com,+91 6961496387,34,26-35,737,Married,642602.02,Low,Boss asked me to research but no immediate plans
ewatts@example.org,+91 7329448606,64,56-65,721,Single,1500034.93,High,Expansion plans require robust solution like yours
maryrodriguez@example.com,+91 8861918552,35,26-35,690,Married with Children,979043.88,Low,"Student/researcher, mainly interested in learning"
anunez@example.org,+91 7014597843,44,36-45,814,Married with Children,2011242.64,High,"Impressed with your product features, let's discuss pricing"
josebrown@example.com,+91 6247731556,46,46-55,797,Married with Children,2635173.54,High,"Willing to pay for quality service, budget is not a constraint"
matthew00@example.com,+91 7771321334,46,46-55,773,Divorced,1073772.78,Low,Might purchase in the next few months if budget allows
brittany08@example.net,+91 8075595664,19,18-25,666,Single,486331.67,Low,"Not the decision maker, just gathering information"
wadebrenda@example.net,+91 9006309286,81,65+,820,Divorced,618352.06,High,Looking for high-quality solutions for my business needs
ashleycrawford@example.net,+91 6817425242,29,26-35,617,Married,755755.36,Low,Need references from similar companies in our industry
gyoung@example.com,+91 7937206420,33,26-35,685,Married with Children,1326754.85,High,"Impressed with your product features, let's discuss pricing"
kyledavis@example.org,+91 7666629057,40,36-45,450,Married with Children,1142612.28,High,"Budget approved by management, ready to proceed"
harrislaura@example.com,+91 9460940995,24,18-25,560,Single,445420.61,Low,"Looking for good value deals, can you provide better pricing?"
aliciabarton@example.org,+91 7812831489,22,18-25,545,Single,412619.96,Low,Need references from similar companies in our industry
johnsonchristopher1@example.org,+91 8702815721,23,18-25,556,Single,755843.72,Low,"Student/researcher, mainly interested in learning"
eric49@example.org,+91 9573771422,58,56-65,820,Married,1617575.08,High,"Current solution is not meeting our needs, exploring alternatives"
vasquezterri@example.com,+91 8847603349,31,26-35,450,Single,949596.93,Low,"Looking for basic options only, nothing too complex"
kimashley@example.net,+91 7054234656,22,18-25,586,Single,418412.37,Low,"Timeline is flexible, but quality is most important factor"
redwards@example.com,+91 7630878793,36,36-45,604,Single Parent,561308.94,Low,Economic uncertainty makes us cautious about new purchases
nhernandez@example.com,+91 7515344649,51,46-55,726,Married,1432321.68,High,"My colleague recommended your service, very interested"
michaelboyd@example.com,+91 7030865005,38,36-45,733,Married with Children,748880.49,Low,"Considering options carefully, need more technical details"
dustinmoore@example.com,+91 6046228899,32,26-35,665,Single,480965.21,Low,"Too many features, looking for something simpler"
kbrown1@example.org,+91 6250466244,46,46-55,773,Married with Children,3042073.49,High,"ROI calculations look promising, let's move forward"
benjaminwalker@example.com,+91 7137792619,28,26-35,662,Single,602523.51,Low,Need to focus on core business first before expanding
watsonjulia@example.com,+91 9848745931,80,65+,820,Married,1289414.88,High,"Had a great experience with your competitor, want to switch"
lopezchristian@example.com,+91 6350590183,49,46-55,807,Married,2079939.31,High,"My colleague recommended your service, very interested"
mckenziecurtis@example.net,+91 9207384057,64,56-65,820,Married,1815423.16,High,"Impressed with your product features, let's discuss pricing"
kelseyhunter@example.org,+91 7096690653,39,36-45,730,Single Parent,792649.49,Low,Product looks good but need to understand implementation process
chad66@example.org,+91 6333889073,26,26-35,735,Single,572517.24,Low,"Considering options carefully, need more technical details"
hornjeff@example.org,+91 6220258271,54,46-55,733,Single Parent,1260441.71,High,"Impressed with your product features, let's discuss pricing"
srose@example.com,+91 6920870498,60,56-65,750,Divorced,713363.33,High,"Need urgent solution for my project, can we fast-track this?"
creid@example.net,+91 7116282319,33,26-35,580,Single,391846.2,Low,Comparing features and prices with 2-3 other vendors
amarsh@example.org,+91 9199950279,18,18-25,713,Single,416718.76,Low,"Too many features, looking for something simpler"
donald69@example.com,+91 7445122835,52,46-55,820,Married,2261613.86,High,Ready to make a purchase decision within this week
kevin20@example.org,+91 8748843306,42,36-45,762,Married,1053633.33,Low,"Price is a major concern, looking for budget-friendly options"
laurengreen@example.net,+91 6338107317,22,18-25,639,Married,558853.39,Low,"Part of market research, not actively buying"
johnstephens@example.com,+91 6738204753,36,36-45,820,Married with Children,2174390.43,High,"Willing to pay for quality service, budget is not a constraint"
jennifersanchez@example.com,+91 9301763038,56,56-65,790,Married,1356552.53,High,Expansion plans require robust solution like yours
stevenevans@example.org,+91 8198146865,60,56-65,820,Married,1106242.36,High,"Very interested in premium products, please schedule a demo"
sherrymonroe@example.org,+91 7308731995,38,36-45,748,Married,981605.43,Low,"Too many features, looking for something simpler"
dominguezomar@example.com,+91 7133999342,22,18-25,693,Married,941532.58,High,"Attended your webinar, convinced about the value proposition"
morakristin@example.net,+91 7097200436,38,36-45,743,Single Parent,1285109.47,High,Expansion plans require robust solution like yours
elizabethortiz@example.com,+91 6670189163,33,26-35,686,Single,1076633.13,High,"Need urgent solution for my project, can we fast-track this?"
johnsonshawn@example.org,+91 6523746962,34,26-35,820,Married with Children,771172.23,Low,Boss asked me to research but no immediate plans
rivaslisa@example.net,+91 9709497818,25,18-25,587,Married,425326.65,Low,Impressed by features but implementation seems complex
jessicaboone@example.com,+91 7217917404,42,36-45,745,Married with Children,1013554.64,Low,"Looking for basic options only, nothing too complex"
pamelabarber@example.com,+91 8670546882,30,26-35,624,Single,661644.78,Low,Impressed by features but implementation seems complex
keithnovak@example.org,+91 7999771759,49,46-55,776,Married with Children,2000625.94,High,"My colleague recommended your service, very interested"
christian13@example.org,+91 6348196071,54,46-55,450,Married,2565944.87,High,Looking for high-quality solutions for my business needs
rodriguezmichaela@example.net,+91 6855725600,63,56-65,450,Divorced,442887.48,High,"Need urgent solution for my project, can we fast-track this?"
collinsstacy@example.com,+91 7667453128,53,46-55,820,Married,2132847.86,High,"Willing to pay for quality service, budget is not a constraint"
terryjesse@example.com,+91 8121637298,23,18-25,563,Married,357009.4,Low,Boss asked me to research but no immediate plans
wallacebrenda@example.org,+91 9259429573,62,56-65,820,Single,888509.35,High,"Need urgent solution for my project, can we fast-track this?"
larry08@example.com,+91 6746457296,43,36-45,820,Married,1872305.81,High,"Budget approved by management, ready to proceed"
vsmith@example.com,+91 9139190790,37,36-45,820,Married with Children,1897036.34,High,Comparing different premium options but leaning towards your product
romanraven@example.com,+91 7402809443,33,26-35,730,Married with Children,1114687.15,High,Comparing different premium options but leaning towards your product
phillipslisa@example.com,+91 8153961326,50,46-55,820,Married with Children,2673793.18,High,Ready to make a purchase decision within this week
chadgonzalez@example.com,+91 7680617349,30,26-35,694,Married,1299384.06,High,"My colleague recommended your service, very interested"
kathryn64@example.com,+91 6519931411,48,46-55,689,Married with Children,1968963.29,High,"Current solution is not meeting our needs, exploring alternatives"
wmartinez1@example.org,+91 7632066703,39,36-45,788,Married,1914058.39,High,Looking for high-quality solutions for my business needs
emurphy@example.net,+91 7434888827,45,36-45,820,Single Parent,1410363.35,High,"Impressed with your product features, let's discuss pricing"
krystal74@example.org,+91 9837532373,40,36-45,635,Married,837702.2,Low,Comparing features and prices with 2-3 other vendors
jasonkaiser@example.com,+91 7265819398,31,26-35,701,Married,1330663.63,Low,"Timeline is flexible, but quality is most important factor"
jonathan99@example.net,+91 7016569239,49,46-55,765,Single Parent,850284.15,High,"Looking for long-term partnership, not just one-time purchase"
osmith@example.org,+91 8530721827,39,36-45,820,Married with Children,2665830.83,High,"My colleague recommended your service, very interested"
ericksonphillip@example.net,+91 9754350610,58,56-65,645,Married,902063.97,High,"Need urgent solution for my project, can we fast-track this?"
christopher64@example.org,+91 8711189870,43,36-45,770,Single Parent,1159088.7,High,Expansion plans require robust solution like yours
bassandre@example.org,+91 9922997750,42,36-45,820,Married with Children,2369493.52,High,Looking for high-quality solutions for my business needs
cblake@example.com,+91 9825397914,39,36-45,638,Divorced,602805.79,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
shelbywarner@example.net,+91 9209776296,32,26-35,625,Single,473775.03,Low,"Part of market research, not actively buying"
baileysara@example.com,+91 7421419286,42,36-45,706,Married with Children,938935.02,High,Ready to make a purchase decision within this week
christophercopeland@example.org,+91 6597009320,27,26-35,693,Married,706068.97,Low,"Current solution works fine, just checking alternatives"
daviescarrie@example.net,+91 9192871101,60,56-65,784,Divorced,1071579.15,High,Comparing different premium options but leaning towards your product
kenneth12@example.com,+91 7796493616,33,26-35,729,Married with Children,1316012.03,High,Expansion plans require robust solution like yours
randyprice@example.com,+91 8200029493,28,26-35,606,Married,498403.8,Low,"Timing is not right, maybe next year"
brownscott@example.net,+91 8519353140,24,18-25,551,Single,607817.58,Low,"Student/researcher, mainly interested in learning"
tmarshall@example.net,+91 7703875410,63,56-65,727,Divorced,1249194.76,High,"Budget approved by management, ready to proceed"
ohampton@example.net,+91 7750877796,62,56-65,704,Married,1266224.15,High,Looking for high-quality solutions for my business needs
william81@example.com,+91 9234403175,43,36-45,760,Married with Children,1051969.78,High,"Need urgent solution for my project, can we fast-track this?"
villanuevajohn@example.org,+91 9807051851,53,46-55,787,Married with Children,2014211.12,High,"Impressed with your product features, let's discuss pricing"
mcneilsandra@example.com,+91 7027860792,34,26-35,629,Married,470346.25,Low,"Current solution works fine, just checking alternatives"
esmith@example.com,+91 9051875837,40,36-45,640,Married,1006202.41,Low,"Part of market research, not actively buying"
wherring@example.org,+91 8513753540,40,36-45,767,Married with Children,2185867.3,High,"Attended your webinar, convinced about the value proposition"
tedwards@example.net,+91 7399090860,57,56-65,758,Single,988490.87,High,Comparing different premium options but leaning towards your product
lisacabrera@example.org,+91 8373382869,29,26-35,706,Single,677428.86,Low,"Small business, concerned about ongoing costs"
hrose@example.org,+91 7396322874,35,26-35,696,Married,627710.2,Low,"Heard about your company, wanted to check what you offer"
trodriguez@example.com,+91 7522190813,39,36-45,785,Married with Children,1735459.48,High,"ROI calculations look promising, let's move forward"
haneyjoshua@example.org,+91 7413893853,30,26-35,695,Married,852759.14,High,Looking for high-quality solutions for my business needs
sandraadams@example.com,+91 6606950581,32,26-35,607,Single,622125.66,Low,Impressed by features but implementation seems complex
duffylisa@example.com,+91 7653939660,29,26-35,777,Married with Children,1388358.26,High,"Willing to pay for quality service, budget is not a constraint"
owest@example.org,+91 7576216521,55,46-55,735,Single Parent,951362.76,High,"Looking for long-term partnership, not just one-time purchase"
elizabethstone@example.net,+91 8278539225,53,46-55,820,Married with Children,1768061.2,High,"Current solution is not meeting our needs, exploring alternatives"
